"State","Speed","Gender","Age"
"Pennsylvania",0,"Male",45
"New York",40,"Male",31
"Kansas",0,"Female",90
"California",0,"Male",86
"Missouri",56,"Male",78
"Florida",10,"Male",38
"Alabama",10,"Male",9
"Georgia",0,"Male",62
"Wyoming",60,"Female",13
"Colorado",30,"Male",64
"Arizona",0,"Female",46
"Kentucky",63,"Male",51
"North Carolina",55,"Male",12
"Virginia",45,"Female",42
"Alabama",55,"Female",56
"California",62,"Female",45
"Louisiana",70,"Female",22
"North Carolina",15,"Male",59
"Alabama",55,"Female",29
"North Carolina",15,"Female",72
"California",65,"Male",70
"North Carolina",0,"Male",68
"North Carolina",55,"Male",40
"Florida",55,"Male",26
"Florida",70,"Male",16
"North Carolina",105,"Male",45
"California",73,"Female",53
"Michigan",0,"Male",21
"California",60,"Male",28
"Florida",60,"Female",8
"Ohio",65,"Female",37
"South Carolina",75,"Male",28
"Minnesota",60,"Female",2
"Virginia",20,"Female",88
"Arizona",65,"Male",5
"New Jersey",0,"Male",74
"Utah",0,"Male",72
"Pennsylvania",55,"Male",53
"California",80,"Male",26
"Louisiana",35,"Male",38
"North Carolina",35,"Male",44
"North Carolina",55,"Male",52
"South Carolina",5,"Male",80
"Missouri",78,"Male",32
"Virginia",70,"Male",41
"California",75,"Male",18
"Colorado",60,"Male",23
"South Carolina",45,"Male",63
"California",75,"Male",23
"Florida",70,"Male",55
"North Carolina",0,"Male",11
"Utah",0,"Female",1
"Texas",0,"Female",8
"Utah",5,"Male",82
"North Carolina",55,"Male",16
"Alabama",50,"Male",43
"Ohio",45,"Female",39
"California",0,"Male",39
"North Carolina",65,"Male",55
"California",65,"Female",35
"Florida",112,"Female",26
"Georgia",0,"Male",42
"Missouri",32,"Male",47
"Virginia",70,"Male",51
"New Jersey",0,"Male",51
"California",5,"Male",44
"California",55,"Male",83
"North Carolina",50,"Female",56
"Washington",0,"Female",69
"Virginia",10,"Female",23
"Alabama",25,"Male",71
"North Carolina",45,"Female",45
"California",40,"Female",78
"Arizona",10,"Female",79
"Florida",70,"Male",8
"Nevada",33,"Male",34
"California",35,"Male",22
"South Carolina",35,"Male",21
"Mississippi",60,"Male",63
"North Carolina",55,"Female",49
"South Carolina",20,"Male",28
"California",0,"Female",51
"Ohio",10,"Male",86
"Louisiana",0,"Male",56
"Alabama",60,"Male",17
"Florida",2,"Male",63
"Pennsylvania",0,"Female",44
"Texas",0,"Female",43
"Florida",60,"Male",35
"Utah",85,"Female",41
"Pennsylvania",45,"Female",26
"New York",12,"Male",18
"Alabama",55,"Male",55
"Alabama",25,"Female",2
"Louisiana",50,"Female",21
"New York",0,"Male",61
"Florida",30,"Male",19
"California",0,"Female",41
"Ohio",15,"Male",55
"Missouri",38,"Female",7
"South Carolina",15,"Female",70
"North Carolina",75,"Female",23
"North Carolina",45,"Female",90
"New York",0,"Male",19
"South Carolina",55,"Male",18
"Missouri",59,"Female",73
"Ohio",10,"Male",72
"North Carolina",65,"Male",26
"Florida",70,"Female",3
"Iowa",0,"Female",18
"Florida",20,"Male",61
"Colorado",40,"Male",11
"Florida",45,"Male",44
"North Carolina",65,"Male",22
"Colorado",55,"Male",29
"Texas",0,"Male",31
"South Carolina",15,"Male",32
"South Carolina",80,"Female",24
"California",0,"Female",30
"Ohio",30,"Male",63
"Michigan",0,"Female",57
"Virginia",45,"Male",12
"Utah",0,"Female",50
"Arizona",5,"Male",37
"California",0,"Female",42
"Connecticut",52,"Male",5
"Florida",45,"Female",12
"North Carolina",45,"Male",14
"Alabama",55,"Female",14
"Pennsylvania",55,"Male",1
"Virginia",30,"Male",61
"Alabama",55,"Female",8
"New York",0,"Female",69
"South Carolina",60,"Female",26
"California",45,"Male",22
"South Carolina",35,"Male",37
"Alabama",50,"Female",21
"Louisiana",55,"Male",17
"Colorado",35,"Female",1
"Florida",15,"Female",63
"Alabama",45,"Male",72
"California",50,"Male",47
"Mississippi",40,"Female",40
"Florida",25,"Female",17
"Ohio",70,"Male",34
"Alabama",70,"Female",37
"Louisiana",20,"Female",23
"North Carolina",80,"Male",40
"California",35,"Male",21
"Arizona",40,"Male",83
"Wisconsin",45,"Female",17
"North Carolina",55,"Female",30
"Texas",0,"Female",54
"Alabama",70,"Male",84
"Florida",3,"Female",64
"Georgia",0,"Male",21
"Arizona",35,"Female",20
"California",65,"Male",34
"Wisconsin",0,"Male",10
"Louisiana",0,"Female",50
"Virginia",70,"Female",54
"North Carolina",50,"Male",45
"Colorado",40,"Male",61
"North Carolina",35,"Female",24
"Florida",76,"Male",30
"North Carolina",45,"Female",25
"Florida",70,"Male",5
"Florida",15,"Male",18
"Colorado",50,"Male",49
"Texas",0,"Male",55
"California",0,"Male",39
"New York",30,"Male",30
"Virginia",40,"Male",55
"Virginia",70,"Male",51
"South Carolina",0,"Male",37
"Mississippi",70,"Male",18
"Louisiana",0,"Female",39
"North Carolina",90,"Male",39
"North Carolina",55,"Male",60
"South Carolina",45,"Male",64
"South Carolina",45,"Male",59
"California",8,"Male",40
"New York",0,"Female",92
"New York",0,"Male",68
"Virginia",55,"Male",39
"North Carolina",59,"Male",43
"Florida",45,"Male",63
"South Carolina",50,"Male",63
"California",25,"Male",19
"Florida",55,"Male",43
"South Carolina",48,"Male",23
"New Jersey",110,"Male",44
"Utah",40,"Male",31
"Ohio",15,"Male",23
"Pennsylvania",0,"Male",83
"Florida",5,"Female",51
"Florida",0,"Male",51
"Kentucky",53,"Female",52
"Virginia",80,"Female",18
"Florida",10,"Female",55
"Alabama",55,"Male",39
"Pennsylvania",25,"Female",68
"California",55,"Female",43
"North Carolina",5,"Male",39
"California",57,"Male",34
"Colorado",78,"Male",4
"North Carolina",100,"Male",43
"Minnesota",55,"Male",8
"Arkansas",0,"Male",41
"Florida",55,"Male",84
"Colorado",65,"Male",21
"Florida",0,"Male",37
"Florida",45,"Female",31
"North Carolina",40,"Male",78
"Florida",50,"Female",52
"Florida",50,"Female",19
"Montana",78,"Male",10
"West Virginia",0,"Male",38
"South Carolina",55,"Female",76
"Pennsylvania",75,"Male",81
"South Carolina",75,"Male",44
"Arizona",50,"Female",49
"Colorado",55,"Male",35
"Alabama",60,"Male",53
"Alabama",60,"Male",55
"Utah",70,"Male",61
"Hawaii",0,"Male",43
"Texas",0,"Female",18
"Vermont",0,"Male",60
"Virginia",0,"Female",73
"Illinois",0,"Female",21
"South Carolina",45,"Female",37
"Massachusetts",0,"Male",66
"Florida",60,"Male",30
"California",45,"Male",24
"South Carolina",35,"Female",74
"Ohio",45,"Male",50
"South Carolina",50,"Male",34
"Colorado",30,"Female",38
"Wisconsin",70,"Male",49
"Wisconsin",80,"Male",30
"Virginia",55,"Female",31
"Florida",55,"Male",40
"Wyoming",75,"Female",9
"California",0,"Male",76
"Arizona",65,"Female",45
"Florida",70,"Male",19
"Florida",0,"Male",29
"Wisconsin",65,"Female",51
"Florida",45,"Male",23
"California",55,"Male",33
"Virginia",30,"Male",54
"North Carolina",60,"Female",23
"Pennsylvania",40,"Male",29
"North Carolina",25,"Female",26
"Florida",90,"Male",19
"Florida",35,"Male",26
"Louisiana",0,"Male",29
"Texas",0,"Male",4
"Arizona",40,"Female",22
"Virginia",55,"Female",11
"California",0,"Female",7
"Illinois",0,"Male",45
"California",73,"Female",36
"Arizona",40,"Male",35
"Wyoming",90,"Male",31
"California",0,"Male",34
"Florida",70,"Male",26
"Ohio",30,"Male",67
"California",0,"Female",50
"Louisiana",70,"Male",45
"Alabama",20,"Female",80
"New York",0,"Female",22
"California",0,"Male",54
"Louisiana",45,"Female",45
"Florida",55,"Male",57
"Virginia",60,"Male",52
"Florida",55,"Male",48
"California",30,"Male",58
"Virginia",10,"Female",51
"Florida",30,"Male",71
"Wisconsin",55,"Female",50
"Florida",70,"Male",68
"California",40,"Male",57
"Florida",0,"Male",47
"Florida",15,"Male",60
"South Carolina",75,"Male",25
"Wisconsin",30,"Male",36
"Virginia",45,"Female",26
"Florida",35,"Male",43
"Florida",20,"Male",50
"Pennsylvania",0,"Male",31
"Nevada",53,"Female",5
"Mississippi",55,"Male",51
"Pennsylvania",50,"Female",39
"Florida",65,"Male",45
"South Carolina",55,"Male",53
"Ohio",35,"Male",67
"Connecticut",0,"Female",61
"Connecticut",0,"Male",24
"Nevada",71,"Male",38
"Utah",70,"Male",88
"Texas",0,"Male",10
"Virginia",0,"Female",17
"Pennsylvania",75,"Male",21
"New York",0,"Female",5
"Florida",10,"Female",64
"Florida",0,"Male",44
"California",43,"Male",54
"Colorado",58,"Male",27
"North Carolina",45,"Female",20
"Virginia",30,"Male",18
"Missouri",28,"Female",78
"South Carolina",70,"Male",34
"Virginia",70,"Female",66
"Colorado",65,"Female",35
"California",33,"Male",8
"Louisiana",55,"Male",63
"South Carolina",60,"Male",4
"North Carolina",100,"Male",23
"Oklahoma",0,"Male",63
"Texas",0,"Male",51
"California",13,"Male",58
"Florida",65,"Male",71
"Alabama",96,"Female",21
"Florida",0,"Male",75
"North Carolina",20,"Male",64
"South Carolina",0,"Female",53
"California",54,"Male",23
"Florida",15,"Male",86
"Pennsylvania",55,"Male",59
"California",0,"Male",52
"Florida",55,"Male",23
"Massachusetts",0,"Male",78
"North Carolina",80,"Male",24
"Georgia",0,"Male",67
"Florida",60,"Female",56
"Florida",50,"Male",66
"California",0,"Male",20
"California",65,"Male",64
"South Carolina",10,"Female",24
"Wyoming",50,"Male",5
"North Carolina",95,"Female",23
"Colorado",20,"Male",64
"Ohio",50,"Male",29
"California",33,"Male",19
"Florida",80,"Female",90
"Nevada",68,"Male",34
"Pennsylvania",15,"Female",20
"North Carolina",15,"Female",37
"Florida",55,"Female",6
"Connecticut",15,"Male",67
"Virginia",15,"Female",68
"South Carolina",95,"Male",22
"California",100,"Male",23
"Florida",70,"Female",24
"Missouri",36,"Male",52
"Arizona",75,"Male",62
"Kansas",0,"Female",23
"South Carolina",15,"Male",32
"Tennessee",0,"Male",24
"Florida",15,"Female",7
"North Carolina",65,"Male",42
"North Carolina",60,"Female",70
"Alabama",40,"Female",9
"Tennessee",0,"Male",36
"California",0,"Female",76
"Texas",0,"Male",63
"New York",0,"Male",77
"Wyoming",80,"Female",22
"Colorado",45,"Male",33
"Florida",0,"Male",74
"California",0,"Male",54
"Louisiana",67,"Male",16
"Ohio",35,"Male",28
"Florida",45,"Male",77
"Florida",45,"Female",31
"North Carolina",45,"Female",4
"Minnesota",65,"Female",16
"Florida",55,"Male",40
"California",35,"Female",30
"Arizona",65,"Male",77
"Florida",50,"Female",39
"Kentucky",40,"Male",25
"Florida",50,"Male",32
"North Carolina",70,"Female",18
"Tennessee",0,"Female",44
"Missouri",57,"Male",65
"Florida",45,"Male",37
"Florida",14,"Female",16
"Utah",65,"Male",53
"California",55,"Female",48
"California",50,"Male",64
"Colorado",65,"Female",45
"California",65,"Male",40
"Pennsylvania",15,"Male",47
"South Carolina",45,"Male",35
"Rhode Island",11,"Female",46
"Florida",0,"Male",50
"Florida",45,"Male",40
"California",50,"Male",19
"West Virginia",0,"Male",29
"Florida",85,"Male",69
"Massachusetts",0,"Male",38
"North Carolina",45,"Male",46
"Pennsylvania",0,"Male",80
"California",0,"Male",60
"Texas",0,"Male",18
"Nevada",35,"Male",31
"Florida",75,"Male",32
"Wisconsin",55,"Male",60
"Florida",45,"Male",63
"Kentucky",27,"Female",32
"Pennsylvania",0,"Female",70
"Utah",70,"Male",34
"Alabama",0,"Female",39
"California",70,"Female",39
"California",0,"Male",30
"Kentucky",70,"Male",34
"Colorado",91,"Female",33
"Florida",10,"Male",20
"Nevada",0,"Female",28
"Ohio",55,"Male",42
"Florida",65,"Male",60
"Wisconsin",60,"Female",33
"Florida",43,"Female",14
"Maryland",0,"Male",61
"South Carolina",55,"Male",21
"Washington",0,"Female",70
"Ohio",71,"Male",22
"Florida",75,"Female",19
"Ohio",45,"Male",66
"California",75,"Female",19
"Florida",15,"Male",18
"Florida",60,"Female",28
"Colorado",55,"Male",65
"Colorado",15,"Male",8
"South Carolina",40,"Female",22
"South Carolina",25,"Male",78
"California",45,"Male",77
"Florida",45,"Female",48
"Illinois",0,"Female",68
"Delaware",0,"Male",37
"North Carolina",25,"Male",22
"New York",38,"Female",47
"Florida",45,"Male",52
"California",71,"Female",27
"Missouri",49,"Male",37
"Colorado",30,"Female",51
"South Dakota",65,"Male",40
"Florida",25,"Male",73
"Ohio",0,"Male",29
"Alabama",66,"Male",15
"Arizona",20,"Male",29
"Virginia",72,"Male",25
"Ohio",0,"Male",36
"Tennessee",0,"Male",22
"Arizona",65,"Female",48
"North Carolina",0,"Male",9
"Florida",60,"Male",46
"North Carolina",5,"Male",26
"Michigan",124,"Male",16
"Nevada",0,"Female",16
"South Carolina",45,"Male",53
"Wisconsin",97,"Male",19
"South Dakota",5,"Male",57
"South Carolina",50,"Male",6
"Virginia",50,"Female",30
"South Carolina",40,"Male",34
"Wisconsin",45,"Female",32
"Florida",70,"Male",5
"Florida",50,"Male",20
"Florida",0,"Male",83
"Virginia",65,"Female",61
"Virginia",70,"Male",31
"Pennsylvania",60,"Male",78
"California",68,"Male",48
"Virginia",45,"Male",33
"New York",0,"Male",57
"New Hampshire",60,"Male",34
"Florida",45,"Female",1
"Florida",35,"Female",61
"North Carolina",45,"Female",51
"Illinois",0,"Female",66
"Florida",25,"Male",3
"California",45,"Female",38
"Florida",60,"Male",19
"Missouri",40,"Female",14
"California",50,"Male",24
"California",70,"Female",50
"Alabama",60,"Male",16
"Florida",50,"Male",20
"South Carolina",55,"Female",25
"Florida",30,"Male",88
"Florida",25,"Female",72
"North Carolina",55,"Male",20
"North Carolina",45,"Male",43
"Missouri",70,"Male",62
"Minnesota",55,"Female",14
"South Carolina",55,"Female",8
"Florida",0,"Male",17
"Florida",0,"Female",53
"Missouri",0,"Male",48
"California",0,"Male",21
"Arizona",40,"Female",37
"Alabama",35,"Male",17
"Ohio",55,"Male",20
"Missouri",60,"Male",20
"Ohio",45,"Male",27
"South Carolina",45,"Male",87
"California",0,"Male",69
"Alabama",0,"Male",42
"South Carolina",36,"Male",58
"Florida",35,"Male",34
"Florida",10,"Male",86
"North Dakota",90,"Male",43
"Florida",60,"Female",37
"Delaware",0,"Male",56
"Colorado",10,"Female",83
"Nevada",80,"Male",38
"Washington",0,"Male",60
"South Carolina",45,"Female",33
"Florida",95,"Female",24
"South Carolina",55,"Male",39
"California",35,"Male",63
"Ohio",0,"Female",12
"Virginia",70,"Female",2
"Florida",35,"Male",38
"California",0,"Male",71
"Florida",0,"Female",52
"Missouri",27,"Male",4
"Arizona",40,"Male",17
"Florida",0,"Female",44
"Texas",0,"Female",42
"North Carolina",0,"Female",72
"California",0,"Male",35
"Arizona",50,"Male",36
"California",0,"Male",69
"Colorado",55,"Male",49
"Texas",57,"Female",5
"Louisiana",40,"Male",67
"California",68,"Male",67
"Virginia",20,"Male",55
"Utah",55,"Male",28
"Mississippi",50,"Male",51
"North Carolina",35,"Female",20
"Idaho",61,"Male",1
"Florida",50,"Female",18
"Montana",18,"Female",62
"North Carolina",60,"Male",28
"Pennsylvania",45,"Female",27
"Florida",70,"Male",24
"Texas",0,"Male",55
"North Carolina",60,"Male",48
"Ohio",55,"Male",19
"California",70,"Male",12
"Indiana",65,"Male",22
"Florida",20,"Female",90
"California",0,"Female",82
"Alabama",55,"Female",64
"Washington",0,"Female",69
"California",65,"Male",29
"Ohio",45,"Female",3
"Connecticut",0,"Male",46
"Pennsylvania",0,"Female",74
"Kentucky",57,"Male",50
"Missouri",78,"Male",30
"California",0,"Male",24
"Florida",45,"Female",9
"South Carolina",0,"Male",25
"Tennessee",0,"Male",57
"South Carolina",65,"Male",47
"Virginia",55,"Female",42
"Pennsylvania",45,"Male",37
"New York",0,"Male",18
"Mississippi",70,"Male",68
"North Carolina",75,"Female",22
"South Dakota",45,"Male",14
"Alabama",65,"Male",50
"North Carolina",55,"Male",54
"Texas",60,"Male",17
"North Carolina",70,"Female",37
"Virginia",55,"Male",27
"Indiana",0,"Male",45
"Alabama",60,"Male",46
"Florida",5,"Female",21
"Florida",45,"Female",37
"Alabama",60,"Female",34
"Florida",62,"Female",30
"Arizona",30,"Female",32
"Florida",35,"Male",25
"Utah",67,"Male",17
"South Carolina",20,"Male",87
"Ohio",45,"Male",58
"Indiana",0,"Male",25
"Florida",45,"Male",68
"California",50,"Female",22
"North Carolina",45,"Female",32
"Kentucky",53,"Female",43
"Alabama",10,"Male",49
"Wisconsin",2,"Male",49
"Florida",35,"Female",51
"Pennsylvania",45,"Male",17
"Virginia",65,"Female",22
"California",68,"Female",33
"Florida",45,"Female",2
"North Carolina",60,"Male",75
"California",70,"Male",83
"Maryland",0,"Male",59
"California",35,"Male",45
"Alabama",40,"Male",18
"New Mexico",0,"Male",27
"Ohio",45,"Male",58
"Kentucky",3,"Male",59
"California",53,"Male",17
"Utah",80,"Female",48
"Alabama",45,"Male",58
"Rhode Island",11,"Female",9
"South Carolina",0,"Male",74
"South Carolina",55,"Male",24
"Pennsylvania",25,"Female",68
"Idaho",0,"Male",46
"California",0,"Male",55
"California",100,"Male",29
"California",100,"Male",17
"Colorado",5,"Male",50
"Michigan",0,"Male",51
"Wyoming",55,"Female",47
"Utah",55,"Male",16
"Minnesota",20,"Female",55
"South Carolina",20,"Male",72
"California",68,"Male",58
"Oregon",0,"Male",77
"Virginia",55,"Male",38
"Maine",0,"Male",86
"California",0,"Female",88
"California",0,"Female",36
"North Carolina",50,"Male",45
"Louisiana",65,"Male",23
"Pennsylvania",70,"Male",18
"California",70,"Female",47
"North Carolina",45,"Male",45
"Mississippi",30,"Female",25
"North Carolina",30,"Male",73
"Pennsylvania",52,"Male",10
"Florida",55,"Female",81
"Alabama",0,"Male",39
"Florida",15,"Female",72
"Arizona",15,"Female",23
"North Carolina",55,"Male",25
"Pennsylvania",0,"Female",56
"Florida",20,"Male",20
"Florida",10,"Female",15
"Nevada",10,"Female",43
"Pennsylvania",20,"Male",88
"Louisiana",40,"Male",58
"Wisconsin",65,"Male",35
"Pennsylvania",60,"Female",38
"Florida",20,"Male",21
"New York",0,"Male",78
"Wisconsin",0,"Male",11
"North Carolina",70,"Female",29
"Texas",0,"Male",35
"Alabama",61,"Male",27
"Oregon",0,"Male",29
"California",0,"Female",66
"North Carolina",0,"Male",24
"Florida",0,"Male",61
"Minnesota",0,"Male",85
"California",65,"Male",46
"Florida",60,"Male",51
"Florida",0,"Male",34
"Ohio",25,"Male",84
"Pennsylvania",55,"Male",54
"Rhode Island",81,"Male",19
"North Carolina",50,"Male",28
"South Carolina",48,"Male",19
"Minnesota",70,"Male",59
"Ohio",15,"Male",76
"Florida",55,"Female",46
"Alabama",50,"Male",62
"Alaska",124,"Male",21
"Florida",45,"Male",26
"Virginia",30,"Female",14
"North Carolina",35,"Male",46
"Virginia",10,"Female",85
"California",0,"Male",51
"Arizona",10,"Female",64
"Colorado",40,"Male",58
"Ohio",45,"Male",16
"South Carolina",55,"Male",20
"Wyoming",65,"Male",51
"Arizona",63,"Male",52
"North Dakota",90,"Male",54
"Utah",20,"Female",62
"Ohio",0,"Female",68
"New York",0,"Female",19
"Alabama",100,"Male",22
"California",0,"Female",20
"North Carolina",25,"Male",94
"Illinois",0,"Male",46
"Arizona",0,"Male",73
"California",0,"Male",24
"Massachusetts",0,"Female",77
